[aaudio.hw_burst_min_usec]: [2000]
[ro.surface_flinger.force_hwc_copy_for_virtual_displays]: [true]
[ro.surface_flinger.has_HDR_display]: [false]
[ro.surface_flinger.has_wide_color_display]: [false]
[ro.surface_flinger.max_frame_buffer_acquired_buffers]: [3]
[ro.surface_flinger.max_virtual_display_dimension]: [4096]
[ro.surface_flinger.protected_contents]: [true]
[ro.surface_flinger.set_touch_timer_ms]: [200]
[ro.surface_flinger.use_color_management]: [true]
[ro.surface_flinger.use_content_detection_for_refresh_rate]: [true]
[ro.surface_flinger.wcg_composition_dataspace]: [143261696]
[ro.sys.ping_bf_dorecovery]: [true]
[ro.sys.powerup_reason]: [NORMAL]
[ro.syssvccallrecord.enable]: [true]
[ro.system.build.date]: [Fri May 16 15:51:40 CST 2025]
[ro.system.build.date.utc]: [1747381900]
[ro.system.build.fingerprint]: [Honor/magic/magic:13/TP1A.220624.014/root05161551:user/release-keys]
[ro.system.build.id]: [TP1A.220624.014]
[ro.system.build.tags]: [release-keys]
[ro.system.build.type]: [user]
[ro.system.build.version.incremental]: [eng.root.20250516.155353]
[ro.system.build.version.release]: [13]
[ro.system.build.version.release_or_codename]: [13]
[ro.system.build.version.sdk]: [33]
[ro.system.final_release]: [true]
[ro.system.product.cpu.abilist]: [arm64-v8a,armeabi-v7a,armeabi]
[ro.system.product.cpu.abilist32]: [armeabi-v7a,armeabi]
[ro.system.product.cpu.abilist64]: [arm64-v8a]
[ro.system_ext.build.date]: [Fri May 16 15:58:35 CST 2025]
[ro.system_ext.build.date.utc]: [1747382315]
[ro.system_ext.build.fingerprint]: [Honor/system_ext_qcom/system_ext_qcom:13/TP1A.220624.014/root05161558:user/release-keys]
[ro.system_ext.build.id]: [TP1A.220624.014]
[ro.system_ext.build.tags]: [release-keys]
[ro.system_ext.build.type]: [user]
[ro.system_ext.build.version.incremental]: [eng.root.20250516.160112]
[ro.system_ext.build.version.release]: [13]
[ro.system_ext.build.version.release_or_codename]: [13]
[ro.system_ext.build.version.sdk]: [33]
[ro.sysui.renderthread_timeout]: [5000]
[ro.sysui.signal.layout]: [signal_unit_uct_view]
[ro.telephony.call_ring.multiple]: [false]
[ro.telephony.default_network]: [69]
[ro.telephony.ril_class]: [HwQualcommRIL]
[ro.tencentnews.oem.fix.channel]: [/preload/ANY-AN00/all/cn/xml/newsoem]
[ro.treble.enabled]: [true]
[ro.vendor.api_level]: [30]
[ro.vendor.build.date]: [Fri May 16 15:18:15 CST 2025]
[ro.vendor.build.date.utc]: [1747379895]
[ro.vendor.build.fingerprint]: [qti/holi/holi:11/RKQ1.210907.001/root202505161518:user/dev-keys]
[ro.vendor.build.id]: [RKQ1.210907.001]
[ro.vendor.build.security_patch]: [2018-06-19]
[ro.vendor.build.tags]: [release-keys]
[ro.vendor.build.type]: [user]
[ro.vendor.build.version.incremental]: [20250516151917]
[ro.vendor.build.version.release]: [11]
[ro.vendor.build.version.release_or_codename]: [11]
[ro.vendor.build.version.sdk]: [30]
[ro.vendor.perf.scroll_opt]: [1]
[ro.vendor.product.cpu.abilist]: [arm64-v8a,armeabi-v7a,armeabi]
[ro.vendor.product.cpu.abilist32]: [armeabi-v7a,armeabi]
[ro.vendor.product.cpu.abilist64]: [arm64-v8a]
[ro.vendor.qti.va_aosp.support]: [1]
[ro.virtual_ab.compression.enabled]: [true]
[ro.virtual_ab.compression.xor.enabled]: [true]
[ro.virtual_ab.enabled]: [true]
[ro.virtual_ab.io_uring.enabled]: [true]
[ro.virtual_ab.userspace.snapshots.enabled]: [true]
[ro.vndk.version]: [30]
[ro.wifi.channels]: []
[ro.zygote]: [zygote64_32]
[security.perf_harden]: [1]
[selinux.restorecon_recursive]: [/data/misc_ce/0]
[service.bootanim.exit]: [1]
[service.bootanim.progress]: [0]
[service.bootanim.stop]: [1]
[service.sf.present_timestamp]: [1]
[sys.accelerator.smartcare.sample.open]: [false]
[sys.agp.init]: [1]
[sys.aps.com.smile.gifmaker.low_power]: [0]
[sys.aps.defaultmaxfps]: [120]
[sys.aps.maxFlingVelocity]: [75]
[sys.aps.new_dynfps_upload]: [1]
[sys.aps.new_video_dyn_fps]: [2]
[sys.aps.power_mode]: [2]
[sys.aps.support]: [34178049]
[sys.aps.version]: [11.0.0.4]
[sys.aps.video_dynamic_fps]: [1]
[sys.aps.wechat_game_fps]: [1]
[sys.boot.reason]: [shutdown,longstandby]
[sys.boot.reason.last]: [shutdown,longstandby]
[sys.boot_completed]: [1]
[sys.brain.predict_time_window.condition]: [1800]
[sys.brain.predict_time_window.total]: [600]
[sys.brain.predict_top_limit]: [5]
[sys.brain.prob_threshold]: [0.7]
[sys.defaultapn.enabled]: [true]
[sys.dubai.sece.enabled]: [false]
[sys.email.smartcare.sample.open]: [false]
[sys.fingerprint.deviceId]: [0]
[sys.fuse.transcode_enabled]: [true]
[sys.game.smartcare.sample.open]: [false]
[sys.hw_boot_success]: [1]
[sys.hyperhold.firstboot]: [0]
[sys.iaware.cpuset.limit.bg]: [3]
[sys.iaware.cpuset.limit.boost]: []
[sys.iaware.cpuset.limit.fg]: [2-5]
[sys.iaware.cpuset.limit.kbg]: []
[sys.iaware.cpuset.limit.sysbg]: []
[sys.iaware.cpuset.limit.taboost]: []
[sys.iaware.cpuset.limit.topapp]: []
[sys.iaware.cpuset.screenoff.bg]: [0-5]
[sys.iaware.cpuset.screenoff.boost]: [0-7]
[sys.iaware.cpuset.screenoff.fg]: [0-7]
[sys.iaware.cpuset.screenoff.kbg]: [0-5]
[sys.iaware.cpuset.screenoff.sysbg]: [0-5]
[sys.iaware.cpuset.screenoff.taboost]: []
[sys.iaware.cpuset.screenoff.topapp]: [0-7]
[sys.iaware.cpuset.screenon.bg]: [4-5]
[sys.iaware.cpuset.screenon.boost]: [6-7]
[sys.iaware.cpuset.screenon.fg]: [0-7]
[sys.iaware.cpuset.screenon.kbg]: [0-5]
[sys.iaware.cpuset.screenon.sysbg]: [0-4]
[sys.iaware.cpuset.screenon.taboost]: [0-7]
[sys.iaware.cpuset.screenon.topapp]: [0-7]
[sys.iaware.eas.on]: [true]
[sys.iaware.empty_app_percent]: [50]
[sys.iaware.filteredType]: [255]
[sys.iaware.intercept.miniapp.on]: [0]
[sys.iaware.switch_set_success]: [true]
[sys.iaware.type]: [255]
[sys.init.perf_lsm_hooks]: [1]
[sys.logcontrol.status]: [S]
[sys.msc.iaware.started]: [true]
[sys.msc.pg.user_mode]: [unsleep]
[sys.msc.thermal.enable]: [true]
[sys.nvcfg_errorno0]: []
[sys.nvcfg_errorno1]: []
[sys.oem_unlock_allowed]: [0]
[sys.pg.nat_status]: [300000]
[sys.pg.pre_rescue_boot_count]: [1]
[sys.pxlw.iris.support]: [0]
[sys.qca1530]: [detect]
[sys.refresh.dirty]: [0]
[sys.rescue_boot_count]: [1]
[sys.resettype]: [normal:NORMALBOOT]
[sys.sched.rtg.current]: [pid=7646;appType=255]
[sys.settingsprovider_ready]: [1]
[sys.show_google_nlp]: [false]
[sys.super_power_save]: [false]
[sys.sysctl.extra_free_kbytes]: [61440]
[sys.system_server.start_count]: [1]
[sys.system_server.start_elapsed]: [17173]
[sys.system_server.start_uptime]: [17173]
[sys.thermal.vr_fps]: [0]
[sys.thermal.vr_ratio_height]: [0]
[sys.thermal.vr_ratio_width]: [0]
[sys.thermal.vr_warning_level]: [0]
[sys.tpdoze.exclude]: []
[sys.tpdoze.include]: [ALL]
[sys.trigger_bms_heating]: [0]
[sys.update.state]: [true]
[sys.usb.config]: [hisuite,mtp,mass_storage,adb,hdb]
[sys.usb.configfs]: [1]
[sys.usb.controller]: [4e00000.dwc3]
[sys.usb.ffs_hdb.ready]: [1]
[sys.usb.mtp.device_type]: [3]
[sys.usb.set_default]: [true]
[sys.usb.state]: [hisuite,mtp,mass_storage,adb,hdb]
[sys.use_memfd]: [false]
[sys.user.0.ce_available]: [true]
[sys.vendor.shutdown.waittime]: [500]
[sys.video.smartcare.sample.open]: [false]
[sys.wechat.smartcare.sample.open]: [false]
[sys.wifitracing.started]: [1]
[telephony.lteOnCdmaDevice]: [1]
[vendor.gralloc.disable_ubwc]: [0]
[vendor.gralloc.secure_preview_buffer_format]: [420_sp]
[vendor.gralloc.secure_preview_only]: [1]
[vold.crypto_unencrypt_updatedir]: [/data/update]
[vold.cryptsd.keystate]: [lock]
[vold.has_adoptable]: [0]
[vold.has_compress]: [0]
[vold.has_quota]: [1]
[vold.has_reserved]: [1]
